来源场景,RuntimeEventID,触发类型,目标对象,世界X,世界Y,目标场景,跳转类型,Opcode,已证明必要条件,条件完整性,条件证据等级,来源资源,依赖GameVar,含瞬时变量或运行时结果,可用于提前Route筛选,v0.5说明
mp1202,12,MANUAL_EB,右方密門,731,310,mp1204,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] != 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1202/Mp1202.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1202,12,MANUAL_EB,右方密門,731,310,mp1204,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] == 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1202/Mp1202.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1202,15,,,,,mp1201,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1202/Mp1202.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1203,14,,,,,mp1201,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1203/Mp1203.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1204,12,TOUCH_EA,右上出入口,1023,313,mp1202,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1204/Mp1204.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1204,13,,,,,mp1205,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1204/Mp1204.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1204,13,,,,,mp1205,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1204/Mp1204.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1205,12,TOUCH_EA,左上出入口,225,297,mp1206,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] != 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1205/Mp1205.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1205,12,TOUCH_EA,左上出入口,225,297,mp1206,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[627] == 2,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1205/Mp1205.eve,627,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1205,13,,,,,mp1204,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1205/Mp1205.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1206,12,,,,,mp1205,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] != 53,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1206/Mp1206.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1206,12,,,,,mp1205,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] == 53,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1206/Mp1206.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1206,22,,,,,mp1009b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1155] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1206/Mp1206.eve,1155,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301,12,TOUCH_EA,右方出口,1894,289,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301/Mp1301.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301,13,,,,,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301/Mp1301.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301,21,,,,,mp1801,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[13] != 1 && var[13] == 2 && var[3] >= 23,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301/Mp1301.eve,3|13,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301a,12,,,,,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301a/Mp1301a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301b,13,,,,,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301b/Mp1301b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1301c,14,,,,,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1301c/Mp1301c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1302,12,TOUCH_EA,左下出入口,293,1036,mp1301a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1302/Mp1302.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1302,13,TOUCH_EA,右下出入口,1316,741,mp1301b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1302/Mp1302.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1302,14,TOUCH_EA,右上出入口,1238,9,mp1301c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1302/Mp1302.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1302,15,,,,,mp1303,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1302/Mp1302.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1303,15,,,,,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1303/Mp1303.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1303,21,,,,,mp1304,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1303/Mp1303.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,12,,,,,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,13,,,,,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,22,TOUCH_EA,line2,1084,766,mp0209,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,22,TOUCH_EA,line2,1084,766,mp1102,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,23,TOUCH_EA,line3,1178,733,mp0209,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,23,TOUCH_EA,line3,1178,733,mp1102,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,24,,,,,mp0209,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,24,,,,,mp1102,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[9] == 3,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,9,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1304,26,TOUCH_EA,linex,943,715,mp1302,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1304/Mp1304.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,12,TOUCH_EA,左下第一個洞口,50,1019,mp1402,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,12,TOUCH_EA,左下第一個洞口,50,1019,mp1402a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,12,TOUCH_EA,左下第一個洞口,50,1019,mp1402,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45 && var[569] != 1 && var[518] == 2 && var[584] == 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1|518|569|584,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,13,TOUCH_EA,左下第二個洞口,276,716,mp14066,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,13,TOUCH_EA,左下第二個洞口,276,716,mp1406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,14,TOUCH_EA,中左上洞口,1098,141,mp14064,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,14,TOUCH_EA,中左上洞口,1098,141,mp1406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,15,TOUCH_EA,右上洞口,2068,142,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45 && var[568] != 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1|568,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,15,TOUCH_EA,右上洞口,2068,142,mp1406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,15,TOUCH_EA,右上洞口,2068,142,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45 && var[568] == 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1|568,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,16,TOUCH_EA,右中洞口,1886,779,mp14061,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,16,TOUCH_EA,右中洞口,1886,779,mp1406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,17,TOUCH_EA,右下洞口,1794,1036,mp1406a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,17,TOUCH_EA,右下洞口,1794,1036,mp1406a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,18,TOUCH_EA,右中下洞口,1894,876,mp1406a1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] <= 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,18,TOUCH_EA,右中下洞口,1894,876,mp1406a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[1] > 45,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,1,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1401-1,19,,,,,mp1403,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1401-1/Mp1401-1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402,12,TOUCH_EA,右方出入口,1886,745,mp1401-1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402/Mp1402.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402,13,TOUCH_EA,右方帳棚入口,1371,553,mp1407,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402/Mp1402.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402,14,TOUCH_EA,左方出入口,28,565,mp1402,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402/Mp1402.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402,15,MANUAL_EB,高皇君,126,426,mp1407,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402/Mp1402.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402a,12,TOUCH_EA,大地圖出入口,371,926,mp1401-1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402a/Mp1402a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1402a,13,,,,,mp3001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1402a/Mp1402a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1403,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1403/Mp1403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1403,18,TOUCH_EA,右上梯子,584,231,mp1404,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1403/Mp1403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1403,19,,,,,mp1401-1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1403/Mp1403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1404,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1404/Mp1404.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1404,18,TOUCH_EA,右方出入口,1571,703,mp1403,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1404/Mp1404.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1404,19,MANUAL_EB,key,1204,794,mp1405a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1404/Mp1404.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14041,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14041/Mp14041.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14041,22,TOUCH_EA,下方出入口,837,1117,mp14041,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14041/Mp14041.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14041,23,,,,,mp14063,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14041/Mp14041.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14041,27,TOUCH_EA,右方出入口,1826,918,mp14041,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14041/Mp14041.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14041,28,,,,,mp14048,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14041/Mp14041.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14042,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14042/Mp14042.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14042,22,TOUCH_EA,右下出入口,1434,840,mp14048,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14042/Mp14042.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14042,23,,,,,mp14063,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14042/Mp14042.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14043,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14043/Mp14043.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14043,22,TOUCH_EA,右方出入口,1845,869,mp14041,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14043/Mp14043.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14043,23,TOUCH_EA,下方出入口,865,1057,mp14043,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14043/Mp14043.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14043,24,,,,,mp14045,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14043/Mp14043.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14043,28,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14043/Mp14043.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14044,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14044/Mp14044.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14044,22,TOUCH_EA,右上方出入口,2141,385,mp1406a1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14044/Mp14044.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14044,23,,,,,mp14047,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14044/Mp14044.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14045,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14045/Mp14045.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14045,22,TOUCH_EA,下方出入口,820,1079,mp14041,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14045/Mp14045.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14045,23,TOUCH_EA,左方出入口,163,624,mp14042,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14045/Mp14045.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14045,24,,,,,mp14066,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14045/Mp14045.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14045,27,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14045/Mp14045.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14046,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14046/Mp14046.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14046,22,TOUCH_EA,上方出入口,1311,347,mp14046,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14046/Mp14046.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14046,23,TOUCH_EA,右方出入口,1888,858,mp14046,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14046/Mp14046.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14046,24,TOUCH_EA,下方出入口,850,1046,mp14044,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14046/Mp14046.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14046,25,,,,,mp14042,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14046/Mp14046.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14047,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14047/Mp14047.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14047,22,TOUCH_EA,右方出入口,1822,1019,mp14043,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14047/Mp14047.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14047,23,TOUCH_EA,左下方出入口,241,1145,mp14045,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14047/Mp14047.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14047,24,,,,,mp14046,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14047/Mp14047.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14048,4,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14048/Mp14048.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14048,22,TOUCH_EA,右上方出入口,2849,870,mp14048,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14048/Mp14048.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14048,23,TOUCH_EA,中下方出入口,1379,1282,mp14043,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14048/Mp14048.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14048,24,,,,,mp14043,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14048/Mp14048.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp14048,28,,,,,mp14062,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp14048/Mp14048.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1405,17,,,,,mp1405a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1405/Mp1405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1405,24,,,,,mp1009f2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1405/Mp1405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1405a,17,MANUAL_EB,出入口,1552,283,mp1405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[583] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1405a/Mp1405a.eve,583,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp1405a,17,MANUAL_EB,出入口,1552,283,mp1405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[583] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp1405a/Mp1405a.eve,583,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
