根目录,主题,固化节点或阶段,资料类型,相对路径,字节数,SHA-256,人类用途
证据,01_版本基线与封包审计,固化42,机器结果,证据/01_版本基线与封包审计/固化42/机器结果/固化包全文件索引_固化42.json,173342,7d5aca0dddc4ced03e0bc79deea75ea2e5a35f1004a72228b0a4d7622b8f6de2,机器可读结论与断言
证据,01_版本基线与封包审计,固化43,机器结果,证据/01_版本基线与封包审计/固化43/机器结果/固化43封包回归审计.json,96849,19f8b60c3b4c2f454b648530a3e7d38c20f020da46c4d4bdcf61440a3be633b6,机器可读结论与断言
证据,01_版本基线与封包审计,固化43,机器结果,证据/01_版本基线与封包审计/固化43/机器结果/固化包全文件索引_固化43.json,175001,9c11460273c249dbf2d656fd4d0b2c13907b1d52100cf9c67f3817882a82a416,机器可读结论与断言
证据,01_版本基线与封包审计,固化44,机器结果,证据/01_版本基线与封包审计/固化44/机器结果/固化44封包回归审计.json,13926,561142e0870a75e9788dbc945fa0614000f84a5f9b80d092ab85384e88d87b75,机器可读结论与断言
证据,01_版本基线与封包审计,固化44,机器结果,证据/01_版本基线与封包审计/固化44/机器结果/固化包全文件索引_固化44.json,176912,33afd97f0e1aef3cd9738a1ca8b3056e71a698b1b674ecdea783ddd6a9a77770,机器可读结论与断言
证据,01_版本基线与封包审计,固化45,机器结果,证据/01_版本基线与封包审计/固化45/机器结果/固化45封包回归审计.json,9661,fac8fa4ed25b9c54f71776f9cd0746f85824c8fec3713c82578b526f1e110b3d,机器可读结论与断言
证据,01_版本基线与封包审计,固化45,机器结果,证据/01_版本基线与封包审计/固化45/机器结果/固化包全文件索引_固化45.json,178849,6f6cd83c8ce1a062bb0242a115f7721cb89c2ef307a468b0f81a60b32e52ec71,机器可读结论与断言
证据,01_版本基线与封包审计,固化46,机器结果,证据/01_版本基线与封包审计/固化46/机器结果/固化46封包回归审计.json,9336,d8b54967f8ff924446eeaaa8af866e3ae6e07451f2fdb2986f72395a4d2e0703,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/Ail2大ID物品样本与官方文本_固化5.json,16317,1adf493c64417223c9435cd1b6770ca3e038f323ec741e25e5607f13ad3267ba,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/ArticleAil2状态解除分派_固化5.json,4181,0ea82c3957a109a73572190e4a304bba6a262e427325ed434a90e4a0c2986c7c,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/D6大ID正常状态管线排除与特殊物品路径_固化5.json,2492,6457e97c968487216851a6cb3c5f8f5c4f4ee9952fab441a0c4869f1f7e2ec57,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/D6状态写入提交计时与清除_固化5.json,4545,69014c89250e29a0c38fbf8b2ff04c4d18cd62b0b3891dcbe9a548cfb68bee9c,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/D6运行时39槽后11槽边界_固化5.json,3065,5f2ae04bcb6639acd779f1d09c9bf673c3c8a4e584a8d133da56194ffcb620c6,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/DamageInfo坐标与旧结论修正_固化5.json,1201,c720991171986b8eb7b49ae6f481db3ec643cde3808da162c178fa64a553e480,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/FIRTTECH特殊动作分派_固化5.json,5656,e4b66bfc36a61627640de1d6ca6a04141b9f20e082b639a10b007bd5d1c18f75,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/战斗调查器_Ail2大ID数据回归_固化5.json,17287,bff074f1376b218ef061fdbad64ea84c79f33806cd2de0de7548668fb2936619,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/战斗调查器_RPG静态证据回归_固化5.json,30990,2a357053f8903038e593aac1c9eb560cbf8d2cc325e721b0e847941e7185161f,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/战斗调查器_当前证据快照回归_固化5.json,3459,17e535dcdced81e8d9871b2d2bd26892c1824f80399ecffc0708834d74b23ade,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/文档全量遍历审计_固化5.json,9184,2d8ea9a6c274ddaa469e900f88170481f5dff022303ca84128b8f1d975725f45,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,机器结果,证据/01_版本基线与封包审计/固化5/机器结果/阶段里程碑状态_v0.7D阶段中固化5.json,1773,645518a4362856c52e1c3be6a6173a9213d3d1e8e97995a36b9bd6f160c73a95,机器可读结论与断言
证据,01_版本基线与封包审计,固化5,表格明细,证据/01_版本基线与封包审计/固化5/表格明细/Ail2大ID物品样本_固化5.csv,3473,4d7118d842bc487283e29f94bc638d82fb2036c9c64fbb733a5dbfb3c76acc39,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化5,表格明细,证据/01_版本基线与封包审计/固化5/表格明细/已知Oracle地址索引_v0.7D阶段中固化5.csv,816,a7f74df2cd7a0ae285144baa0fcd56389c034c870bf88418fc26cbe9a1539862,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/世界特殊物品动作分派_固化6.json,2070,c319269f1ccad540a84fb9fce30fc9626b261e7c51c69a90e01369be05425c47,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/战斗调查器_RPG静态证据回归_固化6.json,40092,de989c95b583c23a15ceff621b95c26da7b9a4e4e877610c5c85b4aaf8d8174e,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/战斗调查器_当前证据快照回归_固化6.json,4384,59607a9ebc90ffee12013d16612d86d4a6391f98f0e96a86396ae2a3ead7c479,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/战斗调查器_特殊物品数据回归_固化6.json,14634,8e9ea5133893178237d4211ff271260acbf23dd486401d02b9c05a46695104e2,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/文档全量遍历审计_固化6.json,10319,616d8c66c79b046a86c845c24be35857fbdfbd8911710d7dc356319e8d0aae5f,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/永久能力物品writer映射_固化6.json,4463,3a3940492d4c20bb940560a29569e0cf041d4854b24f0a6290a47fe12adb1ae2,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,机器结果,证据/01_版本基线与封包审计/固化6/机器结果/阶段里程碑状态_v0.7D阶段中固化6.json,1495,7b14feb07247983127a4eb279f36b5d4501ba8e9380b516bae18b9ff473ae918,机器可读结论与断言
证据,01_版本基线与封包审计,固化6,表格明细,证据/01_版本基线与封包审计/固化6/表格明细/已知Oracle地址索引_v0.7D阶段中固化6.csv,1222,e20ff9aa6ce0bee5a174bc57ddae06b66782343efcabb846b2f2523c19afb120,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化6,表格明细,证据/01_版本基线与封包审计/固化6/表格明细/永久能力物品writer映射_固化6.csv,1910,32bec14d3e6b7603ae5401a67e6aa82b97692b76624d5631a0dbdace66189398,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化68,反汇编,证据/01_版本基线与封包审计/固化68/反汇编/原版_盘符与MultiMediaMov定位_多区间.asm,6614,5d502c8cca33284136f9af31b5f9df448af7dbd6f2845038a1047d864a23d8d4,近原始机器码与控制流证据
证据,01_版本基线与封包审计,固化7,机器结果,证据/01_版本基线与封包审计/固化7/机器结果/code12延迟事件恢复桥_固化7.json,1755,c8a52890b9c2ac1d96a7342a030943bf80682864b08825492ec9c1ba99afc577,机器可读结论与断言
证据,01_版本基线与封包审计,固化7,机器结果,证据/01_版本基线与封包审计/固化7/机器结果/文档全量遍历审计_固化7.json,6696,1fc34cad54fcc9f3ce3dcd7f8cdcdedc4838c9e7370d904be2f44b7cb9103e1b,机器可读结论与断言
证据,01_版本基线与封包审计,固化7,机器结果,证据/01_版本基线与封包审计/固化7/机器结果/阶段里程碑状态_v0.7D阶段中固化7.json,801,23e4510a1e8449410277144551442251bba950b0046b499cd97d39de058b315e,机器可读结论与断言
证据,01_版本基线与封包审计,固化7,表格明细,证据/01_版本基线与封包审计/固化7/表格明细/已知Oracle地址索引_v0.7D阶段中固化7.csv,1815,7767ea1732fb78ca826b0da9a28cb4b411e8abf16f997e8927bc9a526877890a,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/EVE_0x96当前样本扫描_固化8.json,221,30652e548ebe21a7a88da2b56ff45c8495f531dc3a7177a329fb1916085f950c,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/EVE_0x96当前样本覆盖与负向结果_固化8.json,1129,014b67af5fd502246168d5cf60e8ffd57ac3f46c1b29ac8d62ba5bd5ebd28a47,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/EVE事件延迟协议_RPG静态回归_固化8.json,6515,43e5c772162a704d2ae2a5b1b83e59c6292755e1fac40c09b4cbb991f32cb0d6,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/EVE延迟结果与恢复键双通道协议_固化8.json,3216,0dd01978fb5d78711af7f92419a2f6a5d6c3a9c8193cdf641d56889fd89adf21,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/延迟结果与恢复键全局引用_固化8.json,1585,7987d94b1b9d1842c422bc320d5706625bc4f885c5ca4315231ad471a281a49b,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/文档全量遍历审计_固化8.json,6543,c7f95e1372c60673b435ebdcb49b0005a0d21006001ed464983f5ccd9791c1d9,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,机器结果,证据/01_版本基线与封包审计/固化8/机器结果/阶段里程碑状态_v0.7D阶段中固化8.json,1263,b21dc65607ce93b1565d05c7e70803e722b736c1462fb4b784ed72ee364ed39e,机器可读结论与断言
证据,01_版本基线与封包审计,固化8,表格明细,证据/01_版本基线与封包审计/固化8/表格明细/已知Oracle地址索引_v0.7D阶段中固化8.csv,2794,676ac1945ab58fe43941d2cb3ad195ac897d2562145593514532d89c36ce37b6,逐项筛选和人工核对
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/EVE_0x96当前样本扫描_固化9.json,221,9b7c49e8561d17f6167656cba7e06cb17227230fbf018a6299092358f112d47e,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/EVE事件ID与当前文件槽映射_固化9.json,1262,f443f71c94683d4ff92a5d46daa6493028c1df729eb90f80f135314b261a7bf4,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/EVE事件延迟协议_RPG静态回归_固化9.json,11609,53f8aac73c500e7638f2d66c846b50a90b76d3fca75ebc9446a0c40631fd5ac8,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/EVE延迟结果恢复键与Event槽生命周期_固化9.json,1407,bb83c773a3df636bd1d4b95ce9e57bd95657ff03caa2e7e81752a2cddbdbe00a,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/EVE当前样本覆盖边界_固化9.json,705,7a33200d8efcb2e7571e85ccfd4d3edc5bc8cc896955c9727b94d7eeea456706,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/世界动作code12_fallback条件复核_固化9.json,1021,5186abc7f4b116ef7264dab9ec881ebe3bb5543c0ac492e4983eb7e8653ec0d4,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/保存事件输入失效链_固化9.json,1939,7d7a48d1c2d4396c57990e1be083309e0baca98e32bbdf854b30fe58c6bce728,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/文档全量遍历审计_固化9.json,4917,5333c84e3703ac36f3e7e20f93777228296d9c91f7ad659a069ef516f750676a,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,机器结果,证据/01_版本基线与封包审计/固化9/机器结果/阶段里程碑状态_v0.7D阶段中固化9.json,1342,19be1425d038684d529a93cd49154d5013c7c0810aeab7a738caba81307a631a,机器可读结论与断言
证据,01_版本基线与封包审计,固化9,表格明细,证据/01_版本基线与封包审计/固化9/表格明细/已知Oracle地址索引_v0.7D阶段中固化9.csv,3509,3fc680a09b42b6c96004b501ae196d989543134bb04b2ca5b66f2e92aa5af43f,逐项筛选和人工核对
证据,01_版本基线与封包审计,基础阶段,机器结果,证据/01_版本基线与封包审计/基础阶段/机器结果/历史恢复点说明.json,265,422af2b3d1ade183b801b9e56c840023625555d7f7302646300bf42c316486d6,机器可读结论与断言
证据,01_版本基线与封包审计,基础阶段,机器结果,证据/01_版本基线与封包审计/基础阶段/机器结果/恢复点_v0.7D原工作区文件追索清单.json,1358,57d724f36a8593b3c1775d9920dfb2e2fa454ab0b1ed854971e751b6dbf585ce,机器可读结论与断言
证据,01_版本基线与封包审计,基础阶段,机器结果,证据/01_版本基线与封包审计/基础阶段/机器结果/恢复点_v0.7D恢复证据矩阵.json,1480,42e1a518aa733dc3563d73aad8eaa0d98fb5a9d76cc1dc06d2dbfd72e15d1198,机器可读结论与断言
证据,01_版本基线与封包审计,基础阶段,机器结果,证据/01_版本基线与封包审计/基础阶段/机器结果/数据与证据整理映射.json,22466,94b060aaa4485669c8d75409dc0e9d75accf9bc00530cde2b44ea5ed0c03978d,机器可读结论与断言
证据,01_版本基线与封包审计,基础阶段,机器结果,证据/01_版本基线与封包审计/基础阶段/机器结果/证据来源.json,1317,69ea93aadd314624d336bdb40fdf83498174281de30bb43a7e4b239aa5bc6e49,机器可读结论与断言
证据,03_事件与脚本系统,固化22,反汇编,证据/03_事件与脚本系统/固化22/反汇编/EVE实体动作范围一次性覆盖_0x40C7E0.asm,2839,40fe63e135bb46b5846e76efbb22f118091918c5efe42417ec5da6e20660688f,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化22,反汇编,证据/03_事件与脚本系统/固化22/反汇编/EVE接近触发实体一次性覆盖_0x40F070.asm,3653,39d83fdf8632749e245c053c5e5a18e20b6f1599513026d54e70c61f281282e4,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化22,反汇编,证据/03_事件与脚本系统/固化22/反汇编/事件变量999随机_0x40F620.asm,2072,db05fd77bcd145a069158bb6d174c509322f7a26d2abe585bb4aee0e7dc981af,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化23,反汇编,证据/03_事件与脚本系统/固化23/反汇编/EVE近接触发写入实体EA并清EB_0040F090-0040F16F.asm,3662,c16b04ca92c2c27d201e2ce4bc6e76ac4b25db6c95603a0e8a02e5b6b253b489,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化23,反汇编,证据/03_事件与脚本系统/固化23/反汇编/实体主动交互事件EB启动链_00409860-00409A4F.asm,8808,9f7bbee25a1d6840464cee37d813318164e6b2718259da5386a1bf525fca46db,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化23,反汇编,证据/03_事件与脚本系统/固化23/反汇编/实体交互事件EB朝向与行为恢复链_0040A2B0-0040A42F.asm,6698,6c089398a210521f996bbd77e6416f7293e1b95b4b68bb6884aa7afe0537aa29,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化23,反汇编,证据/03_事件与脚本系统/固化23/反汇编/实体接触触发事件EA消费者_00409A50-00409B4F.asm,5556,130d64b28e5ce0050108c60bcd14610dcb83ffeacc3eeca9a4580b31ab0f08c7,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化7,反汇编,证据/03_事件与脚本系统/固化7/反汇编/EVE_0x96保存延迟事件三元组_0040F3E0.asm,1094,ed40fcf0268a6e7306024edb4962701f4b6bb5c20b55d3e100cdf92b3b902479,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化7,反汇编,证据/03_事件与脚本系统/固化7/反汇编/世界动作code12恢复延迟事件_0040CE97.asm,1653,996d88db40ab54975d5f6cfee17129073a781fe25c3da39b06d7521a8f79d977,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化7,反汇编,证据/03_事件与脚本系统/固化7/反汇编/事件恢复与当前事件清理_0040B230_0040B340.asm,8019,f0bb71c91ca0e73e21057ba0c16e8ef72a23c9afa1e207106754a23561a08e51,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化8,反汇编,证据/03_事件与脚本系统/固化8/反汇编/EVE_0x35世界物品异步结果通道_0040CBF0-0040D088.asm,16247,cbbaaaa8676eb3901f74f0377c6c36fa704b56860e14b81dcd891f7d9b7ad158,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化8,反汇编,证据/03_事件与脚本系统/固化8/反汇编/EVE_0x94_0x95_0x96延迟结果与恢复键协议_0040F2F0-0040F424.asm,5117,13e7ab267d1d812b696a26ac110bf646d23843f1720ef8b9ea579c8f0e8294d1,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化8,反汇编,证据/03_事件与脚本系统/固化8/反汇编/Event激活清理与执行循环_0040B230-0040B3C0.asm,6507,4bd2370d48d1cf4695e45761f1c23f9250bc504af6e70512ab6caa818fbb66ce,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化8,反汇编,证据/03_事件与脚本系统/固化8/反汇编/世界动作code11_code12恢复键与fallback_0040CE23-0040CF20.asm,3426,da67b596a88eab3a010f06bf82e42cd380c6c1dce92c89a105c5456fd6aeb503,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化8,反汇编,证据/03_事件与脚本系统/固化8/反汇编/延迟保存Event失效清理入口_00408C40-00408CC5.asm,2168,ba02a57c9c5c85263b11f3d9e879c052af1a2d98a37f92e9436ec577e509313e,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,反汇编,证据/03_事件与脚本系统/固化9/反汇编/EVE缓冲与EventID槽寻址_0040B1C0-0040B3A0.asm,7838,936e9e55b03ca6ec384e70d4d61a9cfc4f41e77ff7df14ac520629ad72cccfeb,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,反汇编,证据/03_事件与脚本系统/固化9/反汇编/世界动作code12恢复与fallback复核_0040CE97-0040CF24.asm,1993,81e332da230bbd860c633f9dcc1817cf6a19379bcee983524077148a61060f16,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,反汇编,证据/03_事件与脚本系统/固化9/反汇编/世界物品状态机常量寄存器初始化_0040CBF0-0040CC70.asm,1975,1dd72d6cfdc3a0d38b1a9566c674ab3d5b9b559095599be03d3c8704c9374bdc,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,反汇编,证据/03_事件与脚本系统/固化9/反汇编/保存事件输入失效上层门控调用_00409580-00409620.asm,2717,6a0af2c8cdb92311e7cc819b0c2447aadad967d7443e76736e7ea91f94cb036d,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,反汇编,证据/03_事件与脚本系统/固化9/反汇编/保存事件输入失效与导航输入合成_00408830-00408CC8.asm,20657,bf8b7b1c00eb57a0d4613a7a124c649c996b0f60bb3938e9dc9f192d94cd7843,近原始机器码与控制流证据
证据,03_事件与脚本系统,固化9,文本摘录,证据/03_事件与脚本系统/固化9/文本摘录/输入相关Win32导入表.txt,155,cfa18c304e914b3638a95db22437dd02361ef76b0048962fef24e410c1af7262,字符串与人工摘录
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/DataCenter加108独立写入路径_0040D6F9-0040D724.asm,661,acd3ecd2cd279683e5dee13e8b0db0808bc104f756df276cc55380b21f83640b,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/DataCenter加108界面消费者A_00434B06-00434B34.asm,882,fd1a6adf034c3d66a164a96d97ee0c40686fb8e51d3d64d90094fac40b9831c7,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/DataCenter加108界面消费者B_00435C5B-00435C7A.asm,618,6e6c48a1e7b93ca8c49faf82103438379c1bffeedd20520f73867ee5917f1e12,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI加380到DataCenter加108结构链_0040CC55-0040CCDC.asm,1916,71b5639f55d270334f2a6517b52a8b24f44e4f7443fc26222e411ef216b3cbee,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI加载器与0x473源记录到0x38运行条目映射_0040AC00-0040ACD2.asm,3841,17ca0f224bf3366541bdc0506bf11173f3fea9fe8b22c550a7ecbed8549c68ed,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI尾字段访问器_加380_加384_0040A0C0-0040A0D9.asm,675,341bf614d3afde4a99484521611fa42229cf2c5dc43ff54cac943564efd220bf,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI运行容器上层更新器_0040B150-0040B1BC.asm,1664,a6f2da513489b102821a4c612a4a9d851b737a25c3dbff03b7cd7256cd9ff02d,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI运行容器选中条目与首条目访问_0040ADA0-0040AE74.asm,5250,076c4c550cae87a273534a0b331e9b1c060b2e3b1cce4aeaf3d9e57e47809964,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/MapSCI运行条目绑定源记录指针_00408E80-00408EDB.asm,1496,b5267d7bc0930c8459d369e89dc4dcaf0cb6584e4fb47fb06d08c916b0cabafe,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/code12延迟恢复与MapSCI加384场景门控_0040CE97-0040CF24.asm,1996,78ec931cdb1aa7a8803a072a5117e2c945043a4844e3d8827a1e8fe19f74c704,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/同偏移加384不同对象类型反例_00433C50-00433FA0.asm,13314,3d128fa0866a87c3cbb6a45eabb4ce82c1f3dffa8cd00bd5ff3b899815110e13,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,反汇编,证据/04_场景实体界面与存档/固化10/反汇编/选中MapSCI运行条目活动更新与savedEvent失效_00409500-00409620.asm,5258,7b67b41c6e6f1ab301dfb2d57a8c2dcad52d0fae5788bf246c25592b1f2863ec,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化10,文本摘录,证据/04_场景实体界面与存档/固化10/文本摘录/MapSCI默认路径字符串与调用引用.txt,349,53d0223e2d93e077c450cf11e61b46e4cefac968074a1ab97bf0f34efd819654,字符串与人工摘录
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/DataCenter加108清零路径_0040D510-0040D724.asm,7464,2c420bd4402ad9f8c4089e85c961ed556d3c5e2c5ea962e92acd00582642f23a,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/Interface初始化与MEN0009门控_00434920-00434B34.asm,8413,d62df986e12b06ec136bbe9b0793857c176ac6c117d69ab6afaa1d850a2e3e45,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/Interface状态7与天書存档入口分派_00435B80-00435DF2.asm,7732,dd4a5da0be9b6899e8d1061854dc496df0df25ed85daab70c35b26e167e3145e,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/Interface状态7对象与存档子系统绑定_00434E40-00434EA2.asm,1740,ad40a558cbbbf5dd48447225610f766caa05f4e760654bd08f7fe57dd2ffd724,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/存档TSF文件名构造_00425760-004257E0.asm,2163,608e78b172d9a6e490bb03223163d69b0d90bc12419f257dd109a2dab499fcd6,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,反汇编,证据/04_场景实体界面与存档/固化11/反汇编/存档菜单子系统构造_004245B0-00424920.asm,12334,5906efa79e3c551a94b65d58a1a5db833fbc2eb1d8e1fc77d4d2245a6d5dae55,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化11,文本摘录,证据/04_场景实体界面与存档/固化11/文本摘录/固化11关键字符串证据.txt,278,f5a18a44d02a6b9c8857ccba784bb3e423118f2c0b272efa64ce6c2ece5598cd,字符串与人工摘录
证据,04_场景实体界面与存档,固化12,原始资源样本,证据/04_场景实体界面与存档/固化12/原始资源样本/MEN0009_从MenusDir重新提取.SF2,45539,eaf2ee79bf9adbba58346178063b3a4822391148f40f4f1dabc5d6229ebfe260,保持原字节的复核输入
证据,04_场景实体界面与存档,固化12,原始资源样本,证据/04_场景实体界面与存档/固化12/原始资源样本/MEN9001_从MenusDir重新提取.SF2,1611637,cb63c915098a4bdcea6793b3841a9cececaf836a1f1a131637211ed4b9bf7f84,保持原字节的复核输入
证据,04_场景实体界面与存档,固化12,原始资源样本,证据/04_场景实体界面与存档/固化12/原始资源样本/MEN9002_从MenusDir重新提取.SF2,39772,e3ee31f14f4fccacbea086a660c68a9ababeebb6eda0763ba186601dcafca0f3,保持原字节的复核输入
证据,04_场景实体界面与存档,固化12,反汇编,证据/04_场景实体界面与存档/固化12/反汇编/Interface与MEN0009条件覆盖层_00434920-00434B34.asm,8213,2c90accfdeefd044f423471cb0a7a3b92d8acc1518154c8d7a35947d08320c47,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化12,反汇编,证据/04_场景实体界面与存档/固化12/反汇编/opcode35正常Interface存档门控_0040CBF0-0040CD20.asm,4310,f49cd15cf876ebb1a9747bef8b0db58a02fb01ce25c027fd5572c8b29fe8e283,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化12,反汇编,证据/04_场景实体界面与存档/固化12/反汇编/opcode39休整状态机与存档强制开放_0040D510-0040D775.asm,8462,9fb2afc47a5e6f42be42806f04780be33a29699ef849853e4856e6e56ddae01e,近原始机器码与控制流证据
证据,04_场景实体界面与存档,固化12,反汇编,证据/04_场景实体界面与存档/固化12/反汇编/休整界面三项分派与全队恢复_00413570-00413B00.asm,21234,a7b253d5f26c6395d48d5a2405d9094f2f550562a75a73de612ca5d1b1131b5b,近原始机器码与控制流证据
